Product_Category,Supplier_Region,Shipping_Mode,Warehouse_Type,Order_Quantity,Distance_km,Supplier_Lead_Time_days,Transportation_Cost,Inventory_Level,Demand_Forecast,Supplier_Reliability_Score,Historical_Delay_Rate,Delivery_Time_days,Delivery_Status
Electronics,Southeast Asia,Sea,Hybrid,82.0,6933.9,19.0,899.94,133.0,102.0,84.9,0.108,46.7,Delayed
Electronics,Latin America,Road,Manual,659.0,8720.8,7.0,18657.33,325.0,637.0,76.2,0.058,38.6,Delayed
Furniture,East Asia,Sea,Manual,154.0,10906.2,20.0,2523.51,187.0,169.0,74.2,0.101,68.9,Severely Delayed
Perishable Food,Latin America,Air,Manual,912.0,8654.3,4.0,72049.36,647.0,853.0,76.3,0.127,12.5,On Time
Automotive Parts,East Asia,Sea,Cross-Dock,245.0,11342.6,25.0,3637.97,312.0,337.0,78.9,0.11,79.3,Severely Delayed
Electronics,Europe,Air,Cross-Dock,877.0,7256.0,4.0,57359.25,633.0,682.0,94.2,0.04,7.0,Early
Automotive Parts,East Asia,Sea,Manual,1428.0,6672.0,26.0,11853.84,285.0,1761.0,79.5,0.066,54.0,Delayed
Electronics,Southeast Asia,Sea,Hybrid,326.0,8450.1,22.0,3118.42,384.0,331.0,65.2,0.124,60.3,Delayed
Electronics,Southeast Asia,Rail,Automated,616.0,6539.4,19.0,7851.89,568.0,521.0,72.6,0.155,40.2,On Time
Perishable Food,Latin America,Air,Manual,1601.0,8085.0,12.0,105284.04,1274.0,1545.0,66.7,0.112,23.1,On Time
Apparel,Latin America,Road,Manual,1122.0,8327.5,15.0,28430.67,1174.0,1210.0,68.0,0.165,49.0,Delayed
Pharmaceuticals,East Asia,Air,Manual,97.0,10961.6,15.0,9664.25,105.0,111.0,68.2,0.25,32.7,Delayed
Electronics,Europe,Sea,Cross-Dock,820.0,6598.1,19.0,5684.03,871.0,1146.0,87.3,0.059,41.9,On Time
Electronics,East Asia,Road,Hybrid,106.0,8896.6,22.0,3339.59,104.0,108.0,69.8,0.182,60.5,Severely Delayed
Furniture,East Asia,Air,Cross-Dock,198.0,13277.3,13.0,18260.0,297.0,232.0,81.2,0.164,33.5,Delayed
Apparel,East Asia,Road,Hybrid,1671.0,8164.8,21.0,45724.79,2623.0,2339.0,67.5,0.096,60.7,Severely Delayed
Furniture,Latin America,Sea,Manual,92.0,9434.2,19.0,1190.45,150.0,92.0,65.4,0.198,61.5,Severely Delayed
Furniture,Europe,Air,Hybrid,152.0,7412.1,3.0,11875.09,120.0,147.0,91.3,0.058,9.0,On Time
Electronics,East Asia,Sea,Automated,681.0,9978.7,28.0,7638.56,283.0,765.0,86.2,0.057,74.5,Severely Delayed
Automotive Parts,Latin America,Sea,Cross-Dock,375.0,7553.9,20.0,3334.23,302.0,320.0,67.2,0.249,53.2,Delayed
Apparel,Southeast Asia,Road,Automated,361.0,6963.6,10.0,8850.73,352.0,350.0,79.3,0.089,35.6,Delayed
Perishable Food,South Asia,Sea,Hybrid,1674.0,8148.5,19.0,13990.91,1453.0,2118.0,63.0,0.201,55.8,Delayed
Electronics,North America,Sea,Hybrid,170.0,4228.5,10.0,1046.47,214.0,219.0,95.9,0.01,23.8,On Time
Automotive Parts,Europe,Sea,Automated,75.0,6568.7,12.0,839.31,77.0,75.0,95.1,0.013,35.5,On Time
Pharmaceuticals,Europe,Road,Automated,292.0,5088.4,9.0,4930.19,186.0,227.0,86.7,0.047,26.1,On Time
Perishable Food,North America,Air,Manual,903.0,3576.3,1.0,32102.89,1554.0,1185.0,87.4,0.079,2.9,Early
Industrial Equipment,North America,Road,Automated,127.0,4524.2,4.0,1865.75,136.0,147.0,75.9,0.119,18.7,On Time
,East Asia,Road,Cross-Dock,823.0,7969.2,15.0,20047.27,1672.0,1068.0,81.6,0.096,45.9,Delayed
Industrial Equipment,North America,Road,Automated,284.0,3369.7,2.0,3361.75,234.0,270.0,94.0,0.045,10.8,Early
Furniture,South Asia,Sea,Manual,299.0,7418.8,19.0,2539.47,317.0,325.0,76.2,0.189,49.5,Delayed
Industrial Equipment,South Asia,Sea,Automated,100.0,8753.9,24.0,1166.83,79.0,108.0,74.9,0.159,64.2,Severely Delayed
Industrial Equipment,East Asia,Rail,Automated,166.0,8783.8,20.0,3235.98,160.0,196.0,73.4,0.16,51.1,Delayed
Industrial Equipment,Europe,Sea,Automated,198.0,7196.0,7.0,1885.2,64.0,246.0,88.8,0.101,32.8,On Time
Electronics,South Asia,,Cross-Dock,988.0,9146.3,20.0,10939.77,1287.0,1165.0,68.8,0.167,57.9,Delayed
Automotive Parts,South Asia,Rail,Hybrid,206.0,5423.2,19.0,2517.0,186.0,255.0,82.5,0.131,35.2,On Time
Automotive Parts,East Asia,Sea,Cross-Dock,244.0,7447.3,25.0,2347.18,256.0,239.0,85.6,0.074,56.2,Delayed
Furniture,Latin America,Sea,Manual,368.0,8826.8,25.0,4266.14,364.0,326.0,73.6,0.081,64.8,Delayed
Apparel,East Asia,Sea,Automated,798.0,11365.6,23.0,10995.63,885.0,755.0,82.2,0.104,75.9,Severely Delayed
Industrial Equipment,South Asia,Road,Automated,94.0,7774.7,16.0,2417.79,142.0,115.0,68.3,0.169,47.4,Delayed
Apparel,East Asia,Sea,Manual,,11518.4,22.0,13773.85,1612.0,1519.0,77.1,0.172,76.6,Severely Delayed
Perishable Food,Europe,Air,Automated,1008.0,4637.9,1.0,48701.68,581.0,1089.0,99.0,0.032,1.0,Early
Pharmaceuticals,South Asia,Road,Automated,783.0,7791.6,16.0,20727.21,1133.0,986.0,68.6,0.246,48.3,Delayed
Electronics,South Asia,Road,Hybrid,529.0,3653.9,14.0,6217.44,389.0,520.0,74.1,0.175,27.7,On Time
Furniture,Southeast Asia,Sea,Automated,258.0,10321.8,28.0,3671.63,218.0,286.0,76.6,0.147,77.9,Severely Delayed
Electronics,Europe,Sea,Manual,318.0,8020.4,14.0,3372.38,,364.0,88.0,0.093,44.1,Delayed
Furniture,North America,Air,Manual,118.0,3362.7,1.0,4371.3,223.0,168.0,91.1,0.037,2.5,Early
Automotive Parts,North America,Rail,Hybrid,238.0,2114.6,7.0,1206.4,274.0,312.0,99.0,0.01,11.1,Early
Apparel,Latin America,Sea,Manual,1264.0,8644.2,22.0,11509.95,992.0,1241.0,72.9,0.173,60.9,Delayed
Furniture,Latin America,Sea,Hybrid,132.0,10743.5,22.0,1974.37,43.0,107.0,75.0,0.135,71.0,Severely Delayed
Electronics,Europe,Road,Manual,712.0,7113.5,4.0,15313.17,133.0,672.0,86.2,0.129,27.8,On Time
Automotive Parts,Europe,Air,Automated,740.0,8792.5,7.0,51755.49,632.0,957.0,86.8,0.133,13.1,On Time
Industrial Equipment,Southeast Asia,Rail,Manual,40.0,7925.4,16.0,879.73,44.0,45.0,78.8,0.14,41.8,Delayed
Electronics,Latin America,Road,Automated,364.0,12190.5,6.0,16166.21,242.0,453.0,80.4,0.084,52.9,Severely Delayed
Furniture,East Asia,Sea,Manual,60.0,6230.1,24.0,625.24,26.0,48.0,89.7,0.107,48.4,On Time
Perishable Food,Latin America,Air,Hybrid,535.0,7771.4,6.0,42747.82,368.0,553.0,53.0,0.197,14.9,On Time
Pharmaceuticals,Europe,Air,Hybrid,110.0,5112.7,7.0,5209.41,62.0,124.0,77.9,0.161,13.2,On Time
Furniture,North America,Road,Automated,76.0,4032.8,6.0,1135.99,55.0,93.0,99.0,0.01,17.4,On Time
Perishable Food,South Asia,Air,Automated,703.0,5771.8,14.0,40413.76,351.0,641.0,70.8,0.134,17.7,Early
Pharmaceuticals,South Asia,Sea,Automated,1081.0,8646.6,25.0,10508.54,1528.0,1137.0,71.7,0.206,66.2,Severely Delayed
Apparel,Southeast Asia,Sea,Cross-Dock,598.0,9374.4,20.0,6771.19,435.0,362.0,72.5,0.13,60.7,Delayed
Apparel,Europe,Air,Manual,1316.0,6838.8,5.0,79458.49,1009.0,1381.0,80.2,0.095,10.8,On Time
Automotive Parts,East Asia,Sea,Manual,675.0,9492.5,27.0,7880.67,153.0,735.0,77.4,0.068,71.9,Severely Delayed
Electronics,North America,Air,Automated,527.0,2904.9,2.0,15868.16,618.0,720.0,86.7,0.091,1.0,Early
Pharmaceuticals,East Asia,Sea,Hybrid,535.0,10712.4,22.0,6452.45,450.0,532.0,79.0,0.078,71.5,Severely Delayed
Electronics,North America,Sea,Manual,500.0,3246.5,16.0,1960.84,341.0,536.0,84.1,0.093,26.8,On Time
Automotive Parts,North America,Road,Automated,238.0,4048.4,5.0,3088.53,225.0,312.0,95.5,0.054,16.7,On Time
Pharmaceuticals,Europe,Sea,Manual,379.0,8372.3,13.0,3886.17,354.0,336.0,87.4,0.048,58.4,Severely Delayed
Perishable Food,East Asia,Air,Hybrid,1772.0,9146.2,18.0,133230.31,1882.0,1814.0,82.9,0.13,31.0,On Time
Apparel,East Asia,Sea,Manual,312.0,11932.4,19.0,4546.45,161.0,373.0,82.5,0.15,73.2,Severely Delayed
Perishable Food,East Asia,Air,Cross-Dock,1321.0,9999.1,11.0,120886.45,1495.0,1706.0,78.9,0.056,23.6,On Time
Industrial Equipment,North America,Rail,Cross-Dock,155.0,3940.2,6.0,1504.36,155.0,151.0,85.8,0.05,14.7,Early
Perishable Food,Latin America,Air,Manual,1123.0,6867.2,11.0,69962.94,1415.0,1446.0,63.1,0.295,22.4,On Time
Perishable Food,Europe,Sea,Cross-Dock,3506.0,5815.7,14.0,23968.93,2207.0,3602.0,92.3,0.083,34.9,On Time
Furniture,Europe,Air,Hybrid,91.0,5803.0,2.0,4870.45,109.0,86.0,87.1,0.027,5.3,Early
Apparel,South Asia,Sea,Manual,611.0,9076.3,25.0,5084.28,647.0,618.0,81.4,0.106,65.6,Severely Delayed
Perishable Food,East Asia,Road,Hybrid,1560.0,9073.9,19.0,47889.11,2467.0,2175.0,84.3,0.01,56.8,Severely Delayed
Apparel,Southeast Asia,Air,Manual,514.0,9277.7,9.0,38912.2,345.0,716.0,85.5,0.066,19.3,On Time
Electronics,North America,Sea,Manual,284.0,3516.2,13.0,1377.72,139.0,238.0,87.7,0.062,24.1,On Time
Furniture,East Asia,Road,Manual,313.0,9063.6,14.0,8402.84,216.0,302.0,76.2,0.075,50.7,Delayed
Automotive Parts,North America,Sea,Hybrid,386.0,2636.7,11.0,1460.96,621.0,620.0,99.0,0.01,18.9,Early
Industrial Equipment,Europe,Road,Cross-Dock,156.0,4385.3,8.0,2184.31,83.0,135.0,94.9,0.01,21.4,On Time
Industrial Equipment,South Asia,Road,Manual,39.0,6892.7,12.0,930.36,54.0,42.0,,0.182,38.5,Delayed
Perishable Food,East Asia,Air,Hybrid,910.0,9194.2,9.0,80640.75,399.0,781.0,84.8,0.115,19.5,On Time
Apparel,Europe,Road,Hybrid,587.0,5590.8,7.0,11117.55,330.0,773.0,92.2,0.078,29.9,Delayed
Furniture,East Asia,Sea,Cross-Dock,116.0,9921.9,27.0,1597.77,150.0,,80.7,0.068,72.6,Severely Delayed
Industrial Equipment,South Asia,Sea,Manual,39.0,9876.6,23.0,649.33,43.0,48.0,66.3,0.083,74.9,Severely Delayed
Furniture,Southeast Asia,Air,Automated,105.0,10553.6,9.0,9576.21,108.0,92.0,74.9,0.16,17.3,On Time
Perishable Food,Latin America,Air,Automated,1114.0,8934.4,15.0,94677.84,1141.0,1218.0,73.2,0.106,24.9,On Time
Furniture,South Asia,Road,Automated,30.0,7354.9,12.0,809.36,22.0,29.0,69.8,0.098,40.5,Delayed
Automotive Parts,East Asia,Road,Automated,309.0,10700.1,18.0,9677.72,337.0,331.0,86.3,0.068,64.3,Severely Delayed
Industrial Equipment,North America,Sea,Manual,116.0,3693.6,11.0,736.66,39.0,85.0,80.4,0.136,30.8,Delayed
Automotive Parts,East Asia,Road,,271.0,10703.1,20.0,11226.25,241.0,379.0,83.1,0.09,65.0,Severely Delayed
Perishable Food,Southeast Asia,Air,Cross-Dock,1290.0,8695.6,10.0,98106.77,737.0,1357.0,87.6,0.122,20.7,On Time
Apparel,Europe,Sea,Manual,410.0,6680.2,14.0,3070.94,360.0,495.0,91.6,0.082,38.5,On Time
Perishable Food,South Asia,Air,Manual,1048.0,6432.7,13.0,58553.82,660.0,985.0,82.7,0.018,19.7,On Time
Apparel,Europe,Sea,Hybrid,118.0,6979.0,15.0,1109.51,94.0,126.0,87.2,0.024,42.5,Delayed
Industrial Equipment,South Asia,Sea,Manual,114.0,4329.4,24.0,848.19,36.0,152.0,75.2,0.155,47.6,Delayed
Perishable Food,North America,Air,Hybrid,757.0,3696.5,1.0,29110.72,971.0,801.0,87.4,0.066,3.0,Early
Perishable Food,Latin America,Air,Hybrid,1930.0,5600.3,2.0,101622.97,1176.0,1647.0,69.6,0.211,7.0,Early
Apparel,East Asia,Road,Manual,647.0,10034.7,22.0,21455.51,478.0,773.0,85.0,0.128,66.7,Severely Delayed
Furniture,South Asia,Rail,Manual,101.0,5992.6,18.0,1449.69,94.0,108.0,68.4,0.14,37.9,On Time
Pharmaceuticals,Southeast Asia,Air,Manual,170.0,10155.7,9.0,18292.13,271.0,233.0,81.0,0.153,21.1,On Time
Electronics,North America,Air,Manual,282.0,3586.0,4.0,10282.2,400.0,340.0,92.9,0.077,5.8,Early
Automotive Parts,South Asia,Air,Hybrid,304.0,7263.3,9.0,22965.46,401.0,297.0,66.7,0.248,19.5,On Time
Apparel,East Asia,Sea,Manual,404.0,10274.7,22.0,4288.88,487.0,569.0,87.8,0.12,67.9,Severely Delayed
Perishable Food,South Asia,Air,Manual,648.0,6141.4,7.0,40433.65,1046.0,715.0,86.6,0.088,13.1,On Time
Apparel,North America,Road,Manual,2240.0,4236.6,4.0,32172.22,696.0,1397.0,95.3,0.01,15.7,On Time
Pharmaceuticals,South Asia,Rail,Automated,248.0,8160.1,15.0,4862.55,296.0,282.0,62.4,0.156,42.8,Delayed
Furniture,East Asia,Road,Automated,31.0,8639.2,16.0,1094.66,31.0,31.0,96.3,0.024,50.4,Delayed
Industrial Equipment,South Asia,Sea,Manual,19.0,5889.5,18.0,375.0,16.0,17.0,60.7,0.276,50.8,Delayed
Electronics,Europe,Air,Automated,1280.0,6062.9,2.0,72236.3,986.0,1359.0,77.7,0.1,2.6,Early
Industrial Equipment,Southeast Asia,Road,Hybrid,72.0,8041.1,15.0,1816.53,75.0,82.0,65.5,0.21,48.4,Delayed
Furniture,Europe,Sea,Cross-Dock,55.0,5230.9,18.0,615.57,46.0,51.0,86.3,0.068,36.7,On Time
Apparel,Europe,Road,Hybrid,1384.0,5965.5,8.0,24649.23,1953.0,1645.0,76.3,0.124,34.7,Delayed
Apparel,Southeast Asia,Road,Manual,441.0,7326.9,,9039.06,309.0,360.0,62.5,0.305,44.0,Delayed
Apparel,East Asia,Road,Manual,723.0,9154.2,19.0,19557.53,562.0,809.0,77.8,0.219,57.6,Delayed
Automotive Parts,South Asia,Rail,Hybrid,504.0,6948.2,20.0,7157.31,849.0,551.0,69.6,0.15,42.6,Delayed
Apparel,East Asia,Road,Hybrid,310.0,10334.6,20.0,9663.44,255.0,309.0,80.1,0.047,71.4,Severely Delayed
Perishable Food,South Asia,Air,Cross-Dock,674.0,7240.5,12.0,44901.8,1150.0,796.0,76.8,0.146,21.2,On Time
Furniture,Latin America,Sea,Manual,210.0,9436.9,18.0,2589.85,178.0,246.0,80.7,0.136,57.9,Delayed
Automotive Parts,South Asia,Sea,Automated,1050.0,7522.5,22.0,8032.73,689.0,1053.0,73.7,0.115,53.2,Delayed
Furniture,Southeast Asia,Sea,Manual,225.0,7912.3,22.0,2413.67,155.0,178.0,78.6,0.126,56.3,Delayed
Automotive Parts,East Asia,Sea,Cross-Dock,560.0,10669.2,18.0,7006.58,521.0,563.0,80.1,0.148,65.1,Severely Delayed
Electronics,North America,Air,Hybrid,301.0,1771.3,1.0,5708.05,146.0,256.0,96.9,0.019,1.6,Early
Automotive Parts,South Asia,Road,Cross-Dock,610.0,6735.0,19.0,13505.58,417.0,721.0,83.0,0.112,45.4,Delayed
Apparel,East Asia,Sea,Hybrid,1096.0,8524.2,22.0,11461.48,703.0,1066.0,78.4,0.137,59.0,Delayed
Electronics,South Asia,Sea,Cross-Dock,929.0,7354.7,17.0,7096.13,835.0,963.0,65.8,0.136,44.8,Delayed
Industrial Equipment,Europe,Rail,Manual,79.0,5757.8,8.0,1141.34,82.0,73.0,84.4,0.089,24.3,On Time
Apparel,North America,Sea,Cross-Dock,2760.0,3845.8,10.0,11264.78,2954.0,2517.0,87.1,0.063,23.3,On Time
Electronics,Southeast Asia,Sea,Cross-Dock,741.0,9270.6,24.0,8205.32,371.0,931.0,74.6,0.144,63.6,Delayed
Furniture,Southeast Asia,Road,Hybrid,122.0,6157.2,21.0,2632.01,136.0,158.0,75.9,0.193,45.9,Delayed
Apparel,North America,Road,Cross-Dock,1479.0,3640.8,5.0,18518.37,1184.0,1543.0,88.6,0.082,15.9,On Time
Electronics,Latin America,Sea,Manual,311.0,6771.1,18.0,2704.07,345.0,285.0,64.3,0.118,46.2,Delayed
Pharmaceuticals,East Asia,Sea,Hybrid,166.0,10320.2,21.0,2270.81,71.0,173.0,80.4,0.167,66.9,Severely Delayed
Automotive Parts,East Asia,Sea,Manual,106.0,8702.2,27.0,1295.35,108.0,125.0,83.6,0.097,65.9,Delayed
Automotive Parts,South Asia,Sea,Hybrid,1382.0,6157.7,24.0,9304.9,1260.0,1009.0,83.0,0.094,49.5,Delayed
Electronics,North America,Sea,Hybrid,303.0,2422.4,15.0,1138.48,236.0,206.0,86.4,0.083,22.5,Early
Pharmaceuticals,North America,Road,Hybrid,407.0,3441.9,4.0,4327.83,497.0,560.0,89.7,0.04,14.5,On Time
Automotive Parts,North America,Sea,Manual,831.0,2770.5,16.0,2706.05,908.0,1018.0,89.1,0.059,24.8,Early
Electronics,Southeast Asia,Sea,Hybrid,312.0,6010.3,21.0,2441.94,404.0,353.0,72.7,0.241,46.5,Delayed
Apparel,East Asia,Road,Cross-Dock,594.0,9818.0,15.0,18601.77,316.0,520.0,78.9,0.144,55.9,Severely Delayed
Electronics,Southeast Asia,,Hybrid,93.0,9630.6,16.0,1217.72,126.0,106.0,64.7,0.103,57.3,Delayed
Pharmaceuticals,North America,Road,Manual,122.0,3748.5,4.0,1742.23,174.0,158.0,92.5,0.026,13.8,Early
Electronics,North America,Road,Cross-Dock,122.0,2598.5,4.0,919.23,170.0,171.0,93.9,0.018,7.9,Early
Furniture,South Asia,,Hybrid,481.0,7022.7,19.0,4240.16,209.0,430.0,71.4,0.196,48.5,Delayed
Industrial Equipment,South Asia,Road,Manual,70.0,8082.0,16.0,1625.04,101.0,74.0,76.8,0.105,47.7,Delayed
Apparel,South Asia,Sea,Manual,431.0,7023.2,,3585.35,279.0,548.0,63.4,0.227,50.6,Delayed
Furniture,Europe,Rail,Hybrid,97.0,6880.9,8.0,1688.11,97.0,130.0,96.7,0.01,26.1,On Time
Apparel,North America,Road,Hybrid,717.0,3224.5,3.0,7847.54,930.0,782.0,85.2,0.07,18.4,On Time
Electronics,East Asia,Sea,Manual,215.0,8842.2,20.0,2242.81,344.0,256.0,80.3,0.159,58.5,Delayed
Automotive Parts,Europe,Rail,Automated,666.0,5728.3,9.0,8492.44,765.0,685.0,93.4,0.01,23.3,On Time
Perishable Food,Europe,Air,Cross-Dock,1995.0,7216.1,3.0,121951.46,1067.0,1435.0,79.1,0.125,10.8,On Time
Industrial Equipment,Latin America,Sea,Cross-Dock,71.0,9869.3,19.0,950.51,1.0,66.0,69.0,0.119,69.1,Severely Delayed
Pharmaceuticals,North America,Road,Manual,173.0,3150.2,6.0,1733.12,168.0,166.0,85.5,0.159,15.6,On Time
Electronics,Europe,Road,Cross-Dock,308.0,7383.2,12.0,6849.68,0.0,326.0,91.1,0.044,35.8,On Time
Perishable Food,North America,Air,Manual,503.0,2601.0,4.0,12841.2,686.0,553.0,84.2,,3.9,Early
Apparel,Europe,Road,Automated,599.0,6299.8,4.0,14798.15,432.0,644.0,92.4,0.071,23.1,On Time
Automotive Parts,South Asia,Rail,Hybrid,711.0,5445.6,19.0,8545.09,555.0,,75.4,0.181,36.8,On Time
Furniture,East Asia,Rail,Automated,359.0,7564.5,22.0,5648.87,491.0,395.0,72.5,0.186,49.7,Delayed
Apparel,Latin America,Sea,Automated,895.0,6636.8,22.0,6116.09,471.0,553.0,76.9,0.143,49.6,Delayed
Pharmaceuticals,Europe,Rail,Cross-Dock,420.0,5732.8,9.0,4963.67,407.0,448.0,99.0,0.042,24.4,On Time
Furniture,North America,Sea,Manual,121.0,3890.4,16.0,730.39,137.0,142.0,84.4,0.101,30.1,On Time
Automotive Parts,North America,Rail,Automated,888.0,3450.6,5.0,6066.48,536.0,595.0,86.8,0.104,13.0,Early
Electronics,Europe,Sea,Manual,224.0,5816.8,18.0,1617.24,101.0,239.0,80.1,0.091,40.1,On Time
Electronics,East Asia,Sea,Manual,,9203.3,27.0,1721.08,178.0,148.0,81.5,0.061,69.4,Severely Delayed
Electronics,South Asia,Sea,Hybrid,349.0,4535.0,23.0,1870.21,272.0,375.0,80.4,0.078,40.4,On Time
Perishable Food,East Asia,Road,Manual,1449.0,10477.8,13.0,53244.73,1959.0,2074.0,77.8,0.166,56.5,Severely Delayed
Perishable Food,East Asia,Air,Manual,368.0,5656.5,14.0,21076.23,270.0,315.0,76.3,0.2,22.4,On Time
Electronics,East Asia,Sea,Manual,1198.0,8290.6,26.0,11097.17,706.0,1002.0,89.5,0.02,62.7,Delayed
Perishable Food,Europe,Air,Hybrid,514.0,6407.7,4.0,25395.43,525.0,665.0,83.3,0.051,8.3,Early
Perishable Food,East Asia,Air,Cross-Dock,763.0,10261.9,13.0,72684.89,939.0,766.0,77.6,0.042,25.2,On Time
Electronics,Southeast Asia,Road,Manual,544.0,8552.7,13.0,15898.3,157.0,544.0,74.5,0.204,46.1,Delayed
Industrial Equipment,Southeast Asia,Road,Cross-Dock,98.0,8126.9,13.0,2464.45,96.0,107.0,65.4,0.197,45.3,Delayed
Pharmaceuticals,East Asia,Rail,Cross-Dock,544.0,11992.3,19.0,12372.48,216.0,574.0,76.8,0.088,64.0,Severely Delayed
Perishable Food,Europe,Sea,Manual,1739.0,8857.4,18.0,19370.93,1200.0,1883.0,99.0,0.01,66.5,Severely Delayed
Perishable Food,North America,Road,Automated,527.0,3504.4,3.0,5669.35,315.0,606.0,94.2,0.03,11.4,Early
Apparel,Latin America,Sea,Hybrid,523.0,8641.5,21.0,4987.96,374.0,657.0,75.6,0.151,59.0,Delayed
Automotive Parts,North America,Sea,Cross-Dock,642.0,3399.4,5.0,2491.6,433.0,559.0,93.7,0.087,15.6,On Time
Pharmaceuticals,South Asia,Sea,Automated,240.0,6408.3,21.0,1851.49,93.0,232.0,77.7,0.151,46.9,Delayed
Perishable Food,South Asia,Air,Automated,517.0,7687.1,13.0,34705.47,519.0,462.0,71.5,0.156,20.8,On Time
Industrial Equipment,Southeast Asia,Sea,Hybrid,13.0,10076.8,24.0,402.44,15.0,15.0,75.5,0.129,77.8,Severely Delayed
Automotive Parts,East Asia,Road,Hybrid,1045.0,5241.8,14.0,15975.5,1013.0,905.0,84.1,0.105,31.6,On Time
Automotive Parts,Southeast Asia,Road,Automated,315.0,7949.6,15.0,6541.02,179.0,283.0,73.1,0.071,46.5,Delayed
Apparel,East Asia,Sea,Manual,1019.0,12045.5,26.0,14069.64,790.0,1042.0,89.9,0.101,84.4,Severely Delayed
Electronics,Europe,Road,Automated,206.0,6960.0,6.0,4461.97,261.0,269.0,77.8,0.052,29.7,On Time
Furniture,North America,Sea,,169.0,3760.7,8.0,882.74,212.0,169.0,88.1,0.034,20.3,On Time
Perishable Food,East Asia,Air,Hybrid,216.0,6762.4,10.0,13600.05,241.0,221.0,88.6,0.084,16.9,On Time
Furniture,East Asia,Sea,Manual,68.0,10700.6,20.0,1055.1,72.0,82.0,88.0,0.022,67.1,Severely Delayed
Automotive Parts,South Asia,Air,Cross-Dock,352.0,8507.8,13.0,29581.63,301.0,376.0,71.0,0.109,24.6,On Time
Apparel,Europe,Road,Manual,399.0,6733.9,8.0,6949.04,183.0,456.0,89.9,0.124,31.4,On Time
Apparel,Europe,Road,Cross-Dock,447.0,5733.0,7.0,8245.1,346.0,514.0,89.8,0.076,27.1,On Time
Perishable Food,East Asia,Air,Automated,1783.0,10257.2,11.0,158343.44,1050.0,1828.0,95.0,0.027,20.2,On Time
Apparel,North America,Road,Automated,501.0,2846.2,8.0,4298.25,594.0,641.0,,0.082,15.4,Early
Furniture,East Asia,Sea,Manual,58.0,7499.0,23.0,769.33,68.0,58.0,83.2,0.056,54.6,Delayed
Furniture,Europe,Road,Automated,95.0,7438.5,9.0,2425.68,75.0,86.0,85.5,0.088,35.2,Delayed
Perishable Food,Southeast Asia,Air,Hybrid,171.0,9817.4,8.0,15447.6,107.0,143.0,85.1,0.079,19.0,On Time
Furniture,Southeast Asia,Air,Manual,109.0,7103.9,7.0,6927.41,131.0,94.0,75.2,0.163,14.8,On Time
Perishable Food,Southeast Asia,Sea,Automated,821.0,6480.0,24.0,6520.6,757.0,757.0,72.3,0.155,52.4,Delayed
Furniture,South Asia,Air,Hybrid,109.0,6062.3,11.0,5505.68,120.0,128.0,78.4,0.131,18.6,On Time
Apparel,East Asia,Air,Manual,223.0,9838.0,13.0,21733.64,230.0,226.0,77.2,0.155,26.7,On Time
Furniture,Southeast Asia,Sea,Manual,152.0,6481.6,22.0,1266.94,151.0,165.0,77.1,0.088,47.8,Delayed
Furniture,East Asia,Sea,Automated,115.0,11695.4,26.0,1696.58,102.0,108.0,86.0,0.089,82.3,Severely Delayed
Apparel,East Asia,Road,Cross-Dock,1639.0,8705.0,20.0,50542.64,914.0,1510.0,71.6,0.167,57.0,Delayed
Pharmaceuticals,South Asia,Sea,Hybrid,470.0,7674.7,19.0,4626.11,829.0,638.0,69.1,0.173,52.0,Delayed
Automotive Parts,Europe,Sea,Cross-Dock,231.0,5630.5,14.0,1725.98,229.0,241.0,99.0,0.022,33.0,On Time
Apparel,Europe,Road,Hybrid,359.0,7183.3,5.0,8583.33,376.0,311.0,89.3,0.058,34.0,Delayed
Furniture,Latin America,Road,Manual,240.0,9854.8,13.0,7514.54,153.0,207.0,65.2,0.248,54.2,Severely Delayed
Industrial Equipment,South Asia,Sea,Automated,36.0,5025.6,21.0,473.89,44.0,39.0,74.9,0.083,40.1,On Time
Automotive Parts,East Asia,Rail,Hybrid,212.0,8337.8,18.0,4047.7,108.0,208.0,70.8,0.085,46.1,Delayed
Perishable Food,South Asia,Road,Automated,1284.0,6997.0,14.0,30406.31,1107.0,1416.0,75.0,0.138,40.5,Delayed
Pharmaceuticals,Europe,Sea,Cross-Dock,167.0,5885.5,14.0,1252.9,257.0,222.0,90.4,0.036,34.0,On Time
Industrial Equipment,East Asia,Sea,Automated,97.0,10990.4,30.0,1448.24,99.0,125.0,81.5,0.091,84.1,Severely Delayed
Pharmaceuticals,Latin America,Air,Manual,58.0,7854.0,4.0,4504.39,55.0,77.0,67.5,0.166,12.8,On Time
Electronics,North America,Air,Manual,284.0,3950.4,1.0,9901.01,107.0,280.0,99.0,0.01,2.3,Early
Electronics,Europe,Sea,Manual,767.0,7067.1,11.0,6214.87,824.0,913.0,86.0,0.096,37.4,On Time
Automotive Parts,Southeast Asia,Road,Hybrid,220.0,8040.7,14.0,6441.0,211.0,268.0,64.6,0.169,47.5,Delayed
Perishable Food,North America,Sea,Hybrid,689.0,3976.5,8.0,3397.03,1200.0,766.0,89.0,0.059,20.5,On Time
Apparel,Europe,Sea,Hybrid,571.0,4700.6,15.0,3182.91,831.0,662.0,95.0,0.01,31.8,On Time
Apparel,South Asia,Sea,Cross-Dock,477.0,7120.0,20.0,3878.43,555.0,565.0,83.7,0.091,48.7,Delayed
